day,store,net_sales,gross_sales,discounts,sales_reversals,orders,units,new_customers,returning_customers,customers
2025-04-12,Maceoo Aria,33862.24,34043.87,-181.63,0,20,83,7,9,17
2025-04-12,Maceoo PR,2080.72,2982.24,-712.64,-188.88,8,25,1,7,8
2025-04-12,Maceoo Resorts World Las Vegas,1302.84,1362.72,-59.88,0,4,9,3,0,4
2025-04-13,Maceoo Atlantic,1960.08,1960.08,0,0,6,12,4,2,6
2025-04-13,Maceoo Tampa,2825.03,2832.97,-7.94,0,8,12,6,2,8
2025-04-13,Maceoo Cosmo,7651.74,7796.47,-144.73,0,8,42,3,4,7
2025-04-13,Maceoo Biloxi,1300.79,1932.68,-135.25,-496.64,8,10,2,5,7
2025-04-13,Maceoo Aria,4537.58,5333.78,-796.2,0,10,22,5,5,9
2025-04-13,Maceoo MGM,2392.31,3787.32,-86.66,-1308.35,10,53,6,2,8
2025-04-13,Maceoo PR,199.88,199.88,0,0,1,1,1,0,1
2025-04-13,Maceoo Resorts World Las Vegas,962.76,962.76,0,0,2,5,2,0,2
2025-04-13,Online Store,4425.22,4719.98,-165.88,-128.88,14,27,11,3,14
2025-04-13,Maceoo Hollywood FL,7591.38,9389.14,0,-1797.76,11,39,4,4,9
2025-04-14,Maceoo Biloxi,158.29,380.98,-114.58,-108.11,4,3,1,3,4
2025-04-14,Maceoo Resorts World Las Vegas,2284.22,2284.22,0,0,2,11,2,0,2
2025-04-14,Maceoo Tampa,198.88,198.88,0,0,1,1,1,0,1
2025-04-14,Maceoo PR,575.52,605.52,-30,0,3,4,1,2,3
2025-04-14,Maceoo MGM,1650.28,1853.14,0,-202.86,5,14,3,2,4
2025-04-14,Maceoo Aria,6128.48,6928.48,-800,0,3,12,1,2,3
2025-04-14,Maceoo Atlantic,3221.53,5075.73,-22.77,-1831.43,8,12,4,2,5
2025-04-14,Maceoo Cosmo,3001.61,3088.13,-86.52,0,5,16,3,2,5
2025-04-14,Maceoo Hollywood FL,6767.68,6777.56,-9.88,0,5,24,1,2,4
2025-04-14,Online Store,4246.32,5283.26,-1036.94,0,19,30,10,8,18
2025-04-15,Maceoo Atlantic,1132.56,1132.56,0,0,3,4,1,1,3
2025-04-15,Maceoo Hollywood FL,7781.19,8109.97,-199.9,-128.88,12,50,0,10,10
2025-04-15,Maceoo Biloxi,266.87,296.52,-29.65,0,4,4,0,0,1
2025-04-15,Maceoo Cosmo,1936.55,2071.26,-134.71,0,3,9,3,0,3
2025-04-15,Maceoo PR,1178.61,1386.04,-207.43,0,2,7,1,1,2
2025-04-15,Maceoo MGM,2751.93,2751.93,0,0,8,19,3,1,4
2025-04-15,Maceoo Aria,4624.2,4626.84,-2.64,0,6,27,3,3,6
2025-04-15,Online Store,3414.91,6709.57,-357.25,-2937.41,19,23,10,9,19
2025-04-15,Maceoo Resorts World Las Vegas,131.46,131.46,0,0,1,2,1,0,1
2025-04-15,Maceoo Tampa,834.4,834.4,0,0,1,5,0,1,1
2025-04-16,Maceoo Atlantic,356.64,356.64,0,0,2,3,1,1,2
2025-04-16,Maceoo Biloxi,733.31,822.8,-89.49,0,3,6,0,2,3
2025-04-16,Maceoo Resorts World Las Vegas,93.18,162.06,0,-68.88,1,2,0,1,1
2025-04-16,Maceoo Hollywood FL,1079.95,1433.48,-5.77,-347.76,7,16,4,3,7
2025-04-16,Maceoo Aria,3633.57,3755.79,-122.22,0,7,17,3,4,6
2025-04-16,Online Store,2425.46,3228.08,-298.88,-503.74,16,19,7,8,15
2025-04-16,Maceoo Tampa,1362.46,1372.4,-9.94,0,4,9,1,1,3
2025-04-16,Maceoo Cosmo,2990.42,3070.94,-80.52,0,12,30,8,3,11
2025-04-16,Maceoo PR,455.43,507.76,-52.33,0,1,2,0,1,1
2025-04-16,Maceoo MGM,535.7,765.16,-30.58,-198.88,4,7,2,0,3
2025-04-17,Maceoo Atlantic,441.18,441.18,0,0,3,7,2,1,3
2025-04-17,Maceoo PR,1417.56,1606.44,-60,-128.88,6,12,2,4,5
2025-04-17,Maceoo Resorts World Las Vegas,447.65,486.18,-38.53,0,2,5,1,1,2
2025-04-17,Maceoo MGM,1602.12,2342.88,-343,-397.76,8,15,7,1,8
2025-04-17,Maceoo Aria,320.82,320.82,0,0,3,8,3,0,3
2025-04-17,Maceoo Cosmo,1680.71,2400.59,-400,-319.88,4,11,1,3,4
2025-04-17,Maceoo Tampa,162.06,320.94,0,-158.88,1,2,1,0,1
2025-04-17,Online Store,4777.08,4852.08,-75,0,10,16,6,3,9
2025-04-17,Maceoo Biloxi,1128.17,1258.92,-130.75,0,7,10,3,2,6
2025-04-17,Maceoo Hollywood FL,2999.43,5539.52,0,-2540.09,13,24,3,2,6
2025-04-18,Online Store,6034.58,7805.75,-1477.84,-293.33,12,27,4,8,12
2025-04-18,WEB - Quiet LLC,645.52,645.52,0,0,1,4,0,1,1
2025-04-18,Maceoo Biloxi,3237.02,3718.32,-481.3,0,12,16,3,6,10
2025-04-18,Maceoo Tampa,994.12,1118.84,-124.72,0,4,8,2,1,4
2025-04-18,Maceoo MGM,4857.2,5972.72,-668.88,-446.64,11,26,7,3,10
2025-04-18,Maceoo Atlantic,4512.56,4860.32,0,-347.76,9,24,4,5,9
2025-04-18,Maceoo Aria,5416.09,8548.79,-2534.65,-598.05,19,25,10,9,16
2025-04-18,Maceoo Cosmo,3857.91,3889.68,-31.77,0,12,32,8,3,12
2025-04-18,Maceoo Resorts World Las Vegas,3213.87,3288.59,-74.72,0,7,19,6,0,7
2025-04-18,Maceoo Hollywood FL,2288.93,3030.03,-741.1,0,6,20,3,2,5
2025-04-19,Maceoo Cosmo,5009.52,5447.28,-437.76,0,7,25,6,1,7
2025-04-19,Maceoo Aria,2528.31,3103.64,-197.57,-377.76,8,23,5,2,8
2025-04-19,Maceoo MGM,3072.95,3667.36,-594.41,0,8,22,6,1,8
2025-04-19,Online Store,3607.6,3845.31,-237.71,0,14,30,10,4,13
2025-04-19,Maceoo PR,2436.08,3047.6,-194.88,-416.64,11,17,8,2,10
2025-04-19,Maceoo Tampa,3678.89,4191.82,-512.93,0,8,14,2,3,6
2025-04-19,Maceoo Resorts World Las Vegas,2606.36,2879.47,-273.11,0,5,19,5,0,5
2025-04-19,Maceoo Atlantic,4349.82,4418.7,0,-68.88,13,41,7,4,12
2025-04-19,Maceoo Biloxi,1146.04,1491.56,-18.88,-326.64,7,10,5,2,7
2025-04-19,Maceoo Hollywood FL,892.63,912.63,-20,0,6,11,3,2,6
2025-04-20,Maceoo Cosmo,2021.12,2070,-48.88,0,7,11,6,1,6
2025-04-20,Maceoo MGM,5398.36,5713,-314.64,0,8,28,7,1,8
2025-04-20,Maceoo Atlantic,2655.92,3072.9,-118.1,-298.88,8,13,4,4,8
2025-04-20,Online Store,4297.06,4472.06,-175,0,19,33,14,5,19
2025-04-20,Maceoo Resorts World Las Vegas,886.08,1035.48,-149.4,0,4,7,3,1,3
2025-04-20,Maceoo Biloxi,1573.01,1736.8,-163.79,0,7,10,4,3,7
2025-04-20,Maceoo Aria,9284.28,10523.43,-481.73,-757.42,12,74,4,8,10
2025-04-20,Maceoo Hollywood FL,7308.09,8689.13,-1044.6,-336.44,9,19,3,3,7
2025-04-20,Maceoo Tampa,2744.48,2965,-220.52,0,9,19,5,3,9
2025-04-21,Maceoo Cosmo,2751.29,2811.17,-59.88,0,9,20,5,3,9
2025-04-21,Maceoo Hollywood FL,880.74,893.62,-12.88,0,4,15,1,1,3
2025-04-21,Maceoo Atlantic,3019.29,3019.29,0,0,7,19,5,2,7
2025-04-21,Maceoo Biloxi,1302.81,1814.32,-312.4,-199.11,6,13,2,3,5
2025-04-21,Online Store,1760.62,3801.34,-1642.96,-397.76,12,24,6,6,11
2025-04-21,Maceoo PR,1070.95,1123.28,-52.33,0,3,6,0,2,3
2025-04-21,Maceoo Tampa,908.13,1688.25,-415.2,-364.92,3,5,0,3,3
2025-04-21,Maceoo Aria,1852.52,1852.52,0,0,6,12,5,1,6
2025-04-21,Maceoo MGM,300.21,396.54,-96.33,0,2,4,2,0,2
2025-04-22,Maceoo MGM,1301.92,2299.48,-375.61,-621.95,7,12,3,1,5
2025-04-22,Maceoo PR,446.64,446.64,0,0,2,3,1,1,2
2025-04-22,Maceoo Hollywood FL,4476.46,4941.39,-464.93,0,10,30,3,3,7
2025-04-22,Online Store,2045.08,2182.96,-137.88,0,9,18,5,4,9
2025-04-22,Maceoo Resorts World Las Vegas,601.65,808.24,-90,-116.59,3,8,2,1,3
2025-04-22,Maceoo Cosmo,1570.97,1605.85,-34.88,0,4,11,2,1,4
2025-04-22,Maceoo Aria,2538.95,2578.95,-40,0,7,21,6,1,7
2025-04-22,Maceoo Tampa,3395.04,3712.8,0,-317.76,7,21,2,1,4
2025-04-22,Maceoo Atlantic,382.04,382.04,0,0,4,8,2,2,3
2025-04-22,Maceoo Biloxi,289.99,687.76,-48.89,-348.88,2,1,2,0,2
2025-04-23,Maceoo Aria,7282.83,8096,-813.17,0,11,25,6,4,10
2025-04-23,Maceoo PR,357.76,357.76,0,0,1,2,1,0,1
2025-04-23,Maceoo MGM,6693.61,7865.99,-1172.38,0,9,25,4,3,8
2025-04-23,Maceoo Tampa,2925.13,2969.83,-44.7,0,6,15,2,2,4
2025-04-23,Maceoo Hollywood FL,2403.36,2438.24,-34.88,0,8,19,2,4,7
2025-04-23,Online Store,2654.76,5216.72,-1156.67,-1405.29,16,11,4,11,15
2025-04-23,Maceoo Cosmo,2284.24,3331.64,-48.52,-998.88,4,11,2,2,4
2025-04-23,Maceoo Biloxi,1087.87,1490.04,-103.29,-298.88,7,9,4,0,5
2025-04-23,Maceoo Atlantic,2531.04,2828.8,0,-297.76,4,9,2,2,4
2025-04-24,Maceoo Atlantic,10557.44,18607.44,0,-8050,9,11,4,4,8
2025-04-24,Maceoo Biloxi,1884.71,2065.44,-180.73,0,9,13,4,3,7
2025-04-24,Maceoo Tampa,4275.65,4743.48,-467.83,0,8,26,2,5,8
2025-04-24,Maceoo Aria,8902.01,10441.94,-1539.93,0,14,89,9,5,14
2025-04-24,Maceoo Resorts World Las Vegas,812.98,812.98,0,0,2,11,2,0,2
2025-04-24,Maceoo PR,2157.68,2169.28,-11.6,0,4,8,3,1,4
2025-04-24,Maceoo MGM,2727.14,2740.28,-13.14,0,7,16,7,0,7
2025-04-24,Maceoo Hollywood FL,6295.44,6553.2,-68.88,-188.88,6,43,4,2,6
2025-04-24,Maceoo Cosmo,2748.57,2980.21,-72.76,-158.88,11,26,6,2,9
2025-04-24,Online Store,383.42,2642.08,-665.42,-1593.24,13,10,6,7,12
2025-04-25,Online Store,5264.83,5581.6,-117.89,-198.88,15,22,4,10,14
2025-04-25,Maceoo Resorts World Las Vegas,555.86,555.86,0,0,4,7,4,0,4
2025-04-25,Maceoo Tampa,2195.01,2382.24,-187.23,0,6,20,3,2,6
2025-04-25,Maceoo Aria,7906.74,8400.7,-493.96,0,15,81,10,5,14
2025-04-25,Maceoo Atlantic,2118.98,2154.72,-35.74,0,12,19,8,1,10
2025-04-25,Maceoo PR,812.16,912.16,-100,0,4,7,3,1,4
2025-04-25,Maceoo MGM,2020.25,2068.86,-48.61,0,8,14,5,0,6
2025-04-25,Maceoo Biloxi,2006.3,2705.72,-340.54,-358.88,6,17,3,1,5
2025-04-25,Maceoo Cosmo,1556.97,1556.97,0,0,6,14,5,1,6
2025-04-25,Maceoo Hollywood FL,5614.72,5920.15,-305.43,0,15,62,5,8,14
2025-04-26,Maceoo Biloxi,3424.44,3624.36,-199.92,0,11,34,6,2,9
2025-04-26,Maceoo Resorts World Las Vegas,1338.42,1338.42,0,0,6,14,3,3,5
2025-04-26,Maceoo Hollywood FL,10358.94,10855.9,-496.96,0,18,54,8,7,15
2025-04-26,Online Store,3382.37,4099.47,-717.1,0,14,24,6,7,12
2025-04-26,Maceoo MGM,2473.8,2622.39,-19.71,-128.88,10,17,7,0,8
2025-04-26,Maceoo PR,1199.92,1199.92,0,0,7,9,6,1,6
2025-04-26,Maceoo Atlantic,8643.58,8984.21,-102.87,-237.76,18,47,6,7,14
2025-04-26,Maceoo Tampa,3214.9,3214.9,0,0,11,20,5,3,9
2025-04-26,Maceoo Cosmo,7064.28,7318.16,-253.88,0,13,43,9,3,11
2025-04-26,Maceoo Aria,5540.46,5540.46,0,0,16,40,9,4,14
2025-04-27,Maceoo Tampa,2804.42,3168.36,-171.28,-192.66,8,15,2,4,6
2025-04-27,Maceoo MGM,1620.1,1971.04,-188.88,-162.06,12,24,8,0,9
2025-04-27,Online Store,5017.18,5255.29,-238.11,0,22,34,17,5,22
2025-04-27,Maceoo Hollywood FL,2460.59,2880.9,-121.43,-298.88,12,21,7,4,11
2025-04-27,Maceoo Atlantic,5375.13,5890.65,-31.77,-483.75,11,17,1,8,9
2025-04-27,Maceoo Resorts World Las Vegas,1218.68,1237.56,-18.88,0,4,10,4,0,4
2025-04-27,Maceoo Aria,9281.9,9700.02,-259.24,-158.88,8,31,3,4,8
2025-04-27,Maceoo Cosmo,3546.92,3677.24,0,-130.32,4,25,1,2,4
2025-04-27,Maceoo Biloxi,1015.19,1121.28,-106.09,0,8,8,2,5,7
2025-04-27,Maceoo PR,1652.48,2275.44,-216.32,-406.64,4,10,1,3,4
2025-04-28,Maceoo MGM,951.78,987.89,-36.11,0,5,12,2,1,4
2025-04-28,Maceoo Biloxi,1621.76,2211.92,-161.2,-428.96,4,18,3,1,4
2025-04-28,Maceoo Aria,4221.83,4691.46,-469.63,0,7,26,1,6,7
2025-04-28,Maceoo Tampa,1026.99,1226.63,-199.64,0,3,9,1,1,3
2025-04-28,Maceoo Hollywood FL,3586.49,4278.35,-691.86,0,10,23,4,2,6
2025-04-28,Online Store,2285.28,6404.96,-405.42,-3714.26,16,11,8,7,15
2025-04-28,Maceoo Atlantic,1582.14,1728.8,-146.66,0,5,7,4,1,5
2025-04-28,Maceoo PR,856.28,872.16,-15.88,0,4,7,3,1,4
2025-04-28,Maceoo Cosmo,2276.94,2286.82,-9.88,0,5,16,5,0,5
2025-04-28,Maceoo Resorts World Las Vegas,3895.41,4930.96,-1035.55,0,7,19,5,1,7
2025-04-29,Maceoo PR,129.88,129.88,0,0,1,1,1,0,1
2025-04-29,Maceoo MGM,741.17,741.17,0,0,1,4,1,0,1
2025-04-29,Maceoo Hollywood FL,2161.1,2843.77,-682.67,0,9,25,3,4,8
2025-04-29,Maceoo Biloxi,307.16,366.64,-59.48,0,3,3,0,0,1
2025-04-29,Online Store,3925.24,4862.56,-937.32,0,14,19,7,6,12
2025-04-29,Maceoo Cosmo,606.7,644.46,-37.76,0,3,7,2,0,3
2025-04-29,Maceoo Aria,1640.5,3653.63,-492.58,-1520.55,6,45,0,4,5
2025-04-29,Maceoo Atlantic,137.76,137.76,0,0,1,2,0,1,1
2025-04-29,Maceoo Resorts World Las Vegas,1374.72,1374.72,0,0,2,4,2,0,2
2025-04-29,Maceoo Tampa,357.76,357.76,0,0,1,2,1,0,1
2025-04-30,Maceoo PR,297.76,585.52,-30,-257.76,4,2,2,1,2
2025-04-30,Maceoo Cosmo,1025.64,1025.64,0,0,3,8,2,1,3
2025-04-30,Maceoo Aria,441.6,2393.88,-1952.28,0,16,36,6,9,15
2025-04-30,Maceoo MGM,324.12,681,-356.88,0,3,7,1,2,3
2025-04-30,Maceoo Biloxi,197.76,197.76,0,0,2,2,1,0,2
2025-04-30,Maceoo Atlantic,3759.09,3759.09,0,0,13,26,7,3,10
2025-04-30,Maceoo Tampa,3017.26,3773.78,-398.76,-357.76,4,10,0,2,2
2025-04-30,Online Store,1770.69,1811.58,-40.89,0,6,10,2,4,6
2025-04-30,Maceoo Hollywood FL,1562.48,1790.8,-228.32,0,5,11,0,2,3
2025-05-01,Maceoo Aria,6448.06,6882.16,-434.1,0,9,29,3,6,9
2025-05-01,Maceoo Cosmo,1898.99,1923.99,-25,0,4,16,4,0,4
2025-05-01,Maceoo Hollywood FL,8775.71,11003.42,-127.12,-2100.59,15,50,7,4,12
2025-05-01,Maceoo Biloxi,25.88,25.88,0,0,1,1,0,0,1
2025-05-01,Online Store,4920.9,5239.83,-318.93,0,16,31,5,11,15
2025-05-01,Maceoo Atlantic,5332.77,5332.77,0,0,14,38,8,2,11
2025-05-01,Maceoo PR,978.85,1054.4,-75.55,0,2,5,2,0,2
2025-05-01,Maceoo MGM,3427.85,4000.46,-413.73,-158.88,9,17,5,3,9
2025-05-01,Maceoo Tampa,1442.72,1631.6,0,-188.88,5,10,3,2,5
2025-05-01,Maceoo Resorts World Las Vegas,1176.35,1176.35,0,0,3,9,3,0,3
2025-05-02,Maceoo PR,843.95,863.28,-19.33,0,6,6,0,5,5
2025-05-02,Maceoo Cosmo,3781.2,3781.2,0,0,5,16,4,1,5
2025-05-02,Maceoo Biloxi,3066.84,3066.84,0,0,6,23,1,3,5
2025-05-02,Maceoo Resorts World Las Vegas,1047.5,1066.38,-18.88,0,6,11,5,0,6
2025-05-02,Maceoo Hollywood FL,10064.89,11238.32,-1173.43,0,23,70,10,9,20
2025-05-02,Maceoo Aria,8012.25,12083.12,-4070.87,0,12,26,3,9,12
2025-05-02,Online Store,3113.5,5385.97,-778.91,-1493.56,18,7,8,9,17
2025-05-02,Maceoo Tampa,931.28,1146.1,-55.94,-158.88,7,13,0,2,3
2025-05-02,Maceoo Atlantic,2698.01,3800.23,-52.77,-1049.45,18,20,6,2,9
2025-05-02,Maceoo MGM,5862.72,6952.57,-1089.85,0,17,41,8,2,11
2025-05-03,Maceoo Tampa,4274.21,4438.18,-163.97,0,14,33,5,8,14
2025-05-03,Maceoo Resorts World Las Vegas,606.25,653.46,-47.21,0,3,7,2,1,3
2025-05-03,Maceoo PR,2405.88,2818.96,-254.2,-158.88,12,17,4,7,11
2025-05-03,Maceoo Atlantic,8737.63,9189.09,-64.82,-386.64,26,76,8,8,17
2025-05-03,Maceoo Aria,7641.26,7831.91,-190.65,0,16,44,8,6,15
2025-05-03,Maceoo Hollywood FL,12717.76,14220.23,-438.95,-1063.52,24,82,5,12,17
2025-05-03,Maceoo Cosmo,3106.87,3754.38,-29.88,-617.63,11,20,5,2,8
2025-05-03,Maceoo Biloxi,1611.9,1769.56,-157.66,0,8,18,5,3,8
2025-05-03,Maceoo MGM,9894.94,11715,-1820.06,0,25,66,14,6,21
2025-05-03,Online Store,2800.38,3107.48,-307.1,0,10,21,3,5,8
2025-05-04,Maceoo Atlantic,4640.88,5287.52,0,-646.64,13,27,7,5,11
2025-05-04,Maceoo MGM,1774.87,1966.72,-191.85,0,6,14,2,1,4
2025-05-04,Maceoo Biloxi,1096.96,1202.16,-105.2,0,8,9,3,2,6
2025-05-04,Maceoo Tampa,4068.82,4303.96,-235.14,0,8,27,2,6,7
2025-05-04,Maceoo Hollywood FL,3116.03,3170.67,-54.64,0,13,28,6,2,9
2025-05-04,Maceoo Resorts World Las Vegas,563.4,563.4,0,0,1,6,1,0,1
2025-05-04,Maceoo Aria,1761.2,1761.2,0,0,4,15,3,1,4
2025-05-04,Maceoo Cosmo,4921.78,5199.72,-119.06,-158.88,9,27,5,4,8
2025-05-04,Online Store,4827.75,5033.64,-205.89,0,17,29,12,5,17
2025-05-04,Maceoo PR,1690.92,1834.8,-143.88,0,6,12,1,5,6
2025-05-05,Maceoo MGM,995.13,1184.01,-188.88,0,4,9,3,1,4
2025-05-05,Maceoo Resorts World Las Vegas,192.66,192.66,0,0,1,2,1,0,1
2025-05-05,Maceoo Biloxi,1067.06,1261.16,-194.1,0,5,8,4,1,5
2025-05-05,Maceoo Aria,3057.16,3057.16,0,0,10,19,6,3,9
2025-05-05,Maceoo Tampa,3311.25,4878.53,-1567.28,0,7,27,4,3,7
2025-05-05,Online Store,2459.06,2859.82,-211.88,-188.88,9,21,2,7,9
2025-05-05,Maceoo PR,1712.25,1907.8,-195.55,0,3,11,1,2,3
2025-05-05,Maceoo Cosmo,820.34,3712.67,-368.52,-2523.81,3,3,1,2,3
2025-05-05,Maceoo Hollywood FL,6220.69,6826.94,-606.25,0,10,36,3,3,7
2025-05-05,Maceoo Atlantic,6175.26,6256.19,-80.93,0,6,29,4,2,6
2025-05-06,Maceoo Atlantic,6691.62,7088.26,0,-396.64,10,36,3,5,8
2025-05-06,Maceoo Aria,6466.46,6663.86,-197.4,0,12,24,8,2,11
2025-05-06,Maceoo PR,2209.66,2383.2,-173.54,0,6,15,3,3,6
2025-05-06,Online Store,1306.1,2110.52,-804.42,0,10,10,4,6,10
2025-05-06,Maceoo Cosmo,4593.06,5893.06,-1300,0,4,7,3,0,4
2025-05-06,Maceoo Hollywood FL,3559.13,3603.06,-43.93,0,10,31,5,3,8
2025-05-06,Maceoo Tampa,430.88,943.36,-420.32,-92.16,4,5,2,1,3
2025-05-06,Maceoo MGM,567.78,587.04,-19.26,0,4,8,2,2,4
2025-05-06,Maceoo Biloxi,792.4,833.28,-40.88,0,6,7,2,3,5
2025-05-07,Maceoo MGM,711.94,854.28,-142.34,0,3,7,1,1,3
2025-05-07,Maceoo Cosmo,2002.07,2002.07,0,0,8,16,3,3,7
2025-05-07,Maceoo Aria,8967.07,9135.95,-168.88,0,10,232,7,3,10
2025-05-07,Maceoo Hollywood FL,3107.25,4273.27,-406.67,-759.35,12,27,7,3,10
2025-05-07,Maceoo Atlantic,563.8,563.8,0,0,3,5,3,0,3
2025-05-07,Online Store,6108.83,7029.68,-750.86,-169.99,19,36,8,11,17
2025-05-07,Maceoo Resorts World Las Vegas,1170.47,1359.26,-188.79,0,3,9,3,0,3
2025-05-07,Maceoo Biloxi,3914.77,4393.12,-299.36,-178.99,15,26,3,7,9
2025-05-07,Maceoo Tampa,450.22,450.22,0,0,2,4,0,2,2
2025-05-07,Maceoo PR,1638.71,1678.68,-39.97,0,5,11,3,2,5
2025-05-08,Maceoo Aria,2739.14,3989.31,-1250.17,0,8,29,3,5,8
2025-05-08,Maceoo Atlantic,1164.72,2046.12,-160.24,-721.16,5,13,1,3,4
2025-05-08,Maceoo Tampa,708.1,708.1,0,0,4,5,4,0,4
2025-05-08,Maceoo Resorts World Las Vegas,385.26,424.98,-39.72,0,2,5,2,0,2
2025-05-08,Maceoo PR,1020.61,1864.56,-39.55,-804.4,6,8,2,4,6
2025-05-08,Maceoo MGM,4022.09,4627.07,-604.98,0,6,20,1,1,3
2025-05-08,Online Store,5099,6219.44,-853.8,-266.64,25,41,12,12,24
2025-05-08,Maceoo Hollywood FL,2755.62,3594.5,-838.88,0,9,17,3,4,8
2025-05-08,Maceoo Biloxi,939.87,1415.92,-135.05,-341,6,9,2,3,5
2025-05-08,Maceoo Cosmo,1861.34,2039.54,-178.2,0,4,12,4,0,4
2025-05-09,Maceoo Resorts World Las Vegas,504.67,565.84,-61.17,0,3,7,1,2,3
2025-05-09,Maceoo Hollywood FL,3447.4,3526.04,-78.64,0,10,27,6,2,9
2025-05-09,Online Store,1530.54,4004.72,-284.4,-2189.78,14,14,6,7,13
2025-05-09,Maceoo PR,3067.68,3213,-145.32,0,11,25,9,2,11
2025-05-09,Maceoo Atlantic,3984.06,3984.06,0,0,11,25,5,4,9
2025-05-09,Maceoo MGM,2551.76,3058.06,-506.3,0,7,43,4,2,7
2025-05-09,Maceoo Tampa,1644.86,1674.52,-29.66,0,6,10,1,2,4
2025-05-09,Maceoo Aria,8343.63,9747.32,-758.17,-645.52,16,35,11,4,16
2025-05-09,Maceoo Cosmo,1608.95,1808.95,-200,0,6,14,5,1,6
2025-05-09,Maceoo Biloxi,3586.05,4250.44,-180.4,-483.99,9,18,3,5,8
2025-05-10,Maceoo Tampa,2467.56,2469.32,-1.76,0,9,21,1,3,5
2025-05-10,Online Store,2324.84,2399.84,-75,0,11,18,7,4,11
2025-05-10,Maceoo Aria,9164.26,9415.42,-251.16,0,15,43,5,9,15
2025-05-10,Maceoo Biloxi,3082.33,3335.96,-253.63,0,11,18,5,3,9
2025-05-10,Maceoo Resorts World Las Vegas,597.87,631.02,-33.15,0,3,7,3,0,3
2025-05-10,Maceoo Hollywood FL,17920.15,18577.24,-657.09,0,16,54,8,5,13
2025-05-10,Maceoo PR,2925.62,3116.72,-191.1,0,11,20,6,5,11
2025-05-10,Maceoo MGM,3474.38,3566.75,-92.37,0,7,33,4,2,7
2025-05-10,Maceoo Atlantic,2912.1,3210.98,0,-298.88,11,17,3,8,11
2025-05-10,Maceoo Cosmo,2142.54,3021.86,-879.32,0,8,19,6,1,8
2025-05-11,Online Store,4814.39,4974.17,-159.78,0,12,19,6,6,12
2025-05-11,Maceoo MGM,272.01,360.6,-19.71,-68.88,2,4,1,0,2
2025-05-11,Maceoo Aria,2756.11,2950.75,-194.64,0,9,29,2,6,8
2025-05-11,Maceoo Tampa,1641.14,1826.46,-185.32,0,9,16,5,3,9
2025-05-11,Maceoo Atlantic,6309.99,6309.99,0,0,10,32,5,4,10
2025-05-11,Maceoo Hollywood FL,2011.76,3420.52,-239.77,-1168.99,5,13,0,5,5
2025-05-11,Maceoo Biloxi,1477.34,1596.56,-119.22,0,5,12,1,0,2
2025-05-11,Maceoo Cosmo,2212.89,2392.37,-179.48,0,4,13,4,0,4
2025-05-12,Maceoo Resorts World Las Vegas,90.78,100.66,-9.88,0,1,2,1,0,1
2025-05-12,Maceoo MGM,3921.42,4151.51,-230.09,0,6,19,4,0,5
2025-05-12,Maceoo Biloxi,200.29,210.64,-10.35,0,2,3,0,0,1
2025-05-12,Maceoo Hollywood FL,5013.27,5669.97,-557.82,-98.88,7,25,2,3,6
2025-05-12,Maceoo Atlantic,2099.07,2099.07,0,0,8,18,3,4,8
2025-05-12,Maceoo Tampa,7638.34,7638.34,0,0,3,7,1,1,3
2025-05-12,Maceoo Cosmo,3405.29,3687.93,-282.64,0,5,16,2,2,5
2025-05-12,Online Store,1694.25,2754.32,-642.31,-417.76,11,11,3,7,10
2025-05-12,Maceoo PR,572.7,872.64,-101.06,-198.88,1,4,1,0,1
2025-05-12,Maceoo Aria,3668.38,4020.91,-352.53,0,6,14,3,2,6
2025-05-13,Maceoo Hollywood FL,7568.14,10512.52,-2944.38,0,3,23,0,2,3
2025-05-13,Maceoo Cosmo,198.88,198.88,0,0,1,1,1,0,1
2025-05-13,Maceoo Aria,3352.99,3729.7,-376.71,0,8,15,4,4,8
2025-05-13,Maceoo MGM,1657.83,2095.5,-437.67,0,6,12,2,3,5
2025-05-13,Maceoo Tampa,188.88,635.52,0,-446.64,4,1,1,2,3
2025-05-13,Online Store,2674.11,3066.54,-367.43,-25,13,15,6,7,13
2025-05-13,Maceoo PR,172.99,198.76,-25.77,0,2,2,1,1,2
2025-05-13,Maceoo Atlantic,1284.9,1284.9,0,0,6,8,2,3,6
2025-05-13,Maceoo Biloxi,1762.89,2409.92,-647.03,0,7,7,1,5,5
2025-05-14,Maceoo Resorts World Las Vegas,681.12,730.98,-49.86,0,3,6,3,0,3
2025-05-14,Maceoo Tampa,2203.77,2537.64,-174.99,-158.88,4,10,2,2,4
2025-05-14,Maceoo PR,257.76,257.76,0,0,2,2,1,1,2
2025-05-14,Maceoo Aria,2934.35,2934.35,0,0,9,19,4,4,9
2025-05-14,Maceoo MGM,4073.82,4315.81,-241.99,0,6,38,3,1,5
2025-05-14,Maceoo Cosmo,3785.07,4302.83,-517.76,0,7,26,1,3,5
2025-05-14,Online Store,1210.75,3661.46,-422.45,-2028.26,20,23,11,8,19
2025-05-14,Maceoo Atlantic,642.13,642.13,0,0,3,6,1,2,3
2025-05-14,Maceoo Hollywood FL,1537.64,1775.01,-237.37,0,3,6,2,1,3
2025-05-14,Maceoo Biloxi,835.4,937.58,-102.18,0,6,10,2,3,6
2025-05-15,Maceoo Atlantic,5442.71,5700.26,-58.67,-198.88,12,27,8,3,11
